,p_resolution,p_experiment,p_doi,p_chain_uniprot_map,p_chains,p_pmid,p_ec_numbers,p_space_group,p_deposition_date,p_chemicals
4CIY,2.1,X-RAY DIFFRACTION,10.1021/JM500175Z,{'A': ['P9WPX7']},['A'],24689821,"[('A', ['4.2.1.10'])]",F 2 3,17-DEC-13,"['SO4', 'CL', 'NDY', 'NA']"
4CKW,2.7,X-RAY DIFFRACTION,,"{'A': ['P9WPX7'], 'C': ['P9WPX7'], 'B': ['P9WPX7'], 'D': ['P9WPX7']}","['A', 'C', 'B', 'D']",,"[('A', ['4.2.1.10']), ('C', ['4.2.1.10']), ('B', ['4.2.1.10']), ('D', ['4.2.1.10'])]",P 1 21 1,10-JAN-14,['GOL']
4CKX,2.6,X-RAY DIFFRACTION,,{'A': ['P9WPX7']},['A'],,"[('A', ['4.2.1.10'])]",F 2 3,10-JAN-14,['TRS']
4CKY,1.65,X-RAY DIFFRACTION,,{'A': ['P9WPX7']},['A'],,"[('A', ['4.2.1.10'])]",F 2 3,10-JAN-14,"['SO4', 'NA', 'ND3']"
4CKZ,2.52,X-RAY DIFFRACTION,,"{'A': ['P9WPX7'], 'B': ['P9WPX7']}","['A', 'B']",,"[('A', ['4.2.1.10']), ('B', ['4.2.1.10'])]",P 31,10-JAN-14,
4CL0,3.1,X-RAY DIFFRACTION,,{'A': ['P9WPX7']},['A'],,"[('A', ['4.2.1.10'])]",F 2 3,10-JAN-14,['9PY']
4CXQ,1.8,X-RAY DIFFRACTION,10.1002/CBIC.201300748,"{'A': ['P9WQ81'], 'B': ['P9WQ81']}","['A', 'B']",24482078,"[('A', ['2.6.1.62']), ('B', ['2.6.1.62'])]",P 21 21 21,08-APR-14,"['KAP', 'PEG', 'PLP', 'EDO']"
4CXR,1.7,X-RAY DIFFRACTION,10.1002/CBIC.201300748,"{'A': ['P9WQ81'], 'B': ['P9WQ81']}","['A', 'B']",24482078,"[('A', ['2.6.1.62']), ('B', ['2.6.1.62'])]",P 21 21 21,08-APR-14,"['SO4', 'PLP', 'EDO', '2BG']"
4D0R,2.75,X-RAY DIFFRACTION,,{'A': ['P9WGR1']},['A'],,"[('A', ['1.3.1.9'])]",P 62 2 2,29-APR-14,"['NAD', '41I']"
4D0S,1.64,X-RAY DIFFRACTION,,"{'A': ['P9WGR1'], 'C': ['P9WGR1'], 'B': ['P9WGR1'], 'D': ['P9WGR1']}","['A', 'C', 'B', 'D']",,"[('A', ['1.3.1.9']), ('C', ['1.3.1.9']), ('B', ['1.3.1.9']), ('D', ['1.3.1.9'])]",P 1 21 1,29-APR-14,"['NAD', '9G4', 'MG']"
4DDH,2.07,X-RAY DIFFRACTION,10.1073/PNAS.1304045110,"{'A': ['P9WIL4'], 'B': ['P9WIL4']}","['B', 'A']",23872845,"[('B', ['6.3.2.1']), ('A', ['6.3.2.1'])]",P 1 21 1,18-JAN-12,"['MS0', 'GOL', 'EOH', 'EDO']"
4DDK,1.75,X-RAY DIFFRACTION,10.1073/PNAS.1304045110,"{'A': ['P9WIL4'], 'B': ['P9WIL4']}","['A', 'B']",23872845,"[('A', ['6.3.2.1']), ('B', ['6.3.2.1'])]",P 1 21 1,18-JAN-12,"['GOL', '0HN', 'EOH', 'EDO']"
4DDM,1.83,X-RAY DIFFRACTION,10.1073/PNAS.1304045110,"{'A': ['P9WIL4'], 'B': ['P9WIL4']}","['A', 'B']",23872845,"[('A', ['6.3.2.1']), ('B', ['6.3.2.1'])]",P 1 21 1,18-JAN-12,"['GOL', 'EOH', 'EDO', '0HO']"
4DE5,2.25,X-RAY DIFFRACTION,10.1073/PNAS.1304045110,"{'A': ['P9WIL4'], 'B': ['P9WIL4']}","['A', 'B']",23872845,"[('A', ['6.3.2.1']), ('B', ['6.3.2.1'])]",P 1 21 1,19-JAN-12,"['GOL', 'EOH', 'EDO', '0JD']"
4DEF,1.64,X-RAY DIFFRACTION,10.1021/BI300928U,{'A': ['P9WQA3']},['A'],23298222,"[('A', ['4.1.2.13'])]",I 2 2 2,20-JAN-12,"['ZN', 'ACT', 'NA']"
4DEL,1.58,X-RAY DIFFRACTION,10.1021/BI300928U,{'A': ['P9WQA3']},['A'],23298222,"[('A', ['4.1.2.13'])]",I 2 2 2,20-JAN-12,"['P6G', 'ZN', 'ACT', 'PGH', 'NA']"
4DQU,2.45,X-RAY DIFFRACTION,10.1002/EMMM.201201689,{'A': ['P9WGR1']},['A'],22987724,"[('A', ['1.3.1.9'])]",P 62 2 2,16-FEB-12,['NAI']
4DRE,2.4,X-RAY DIFFRACTION,10.1002/EMMM.201201689,{'A': ['P9WGR1']},['A'],22987724,"[('A', ['1.3.1.9'])]",P 62 2 2,17-FEB-12,['NAI']
4DTI,1.9,X-RAY DIFFRACTION,10.1002/EMMM.201201689,{'A': ['P9WGR1']},['A'],22987724,"[('A', ['1.3.1.9'])]",P 62 2 2,21-FEB-12,['NAI']
4E1A,1.62,X-RAY DIFFRACTION,10.1107/S0907444912040206,{'A': ['P9WPA5']},['A'],23151631,"[('A', ['2.7.7.3'])]",H 3 2,06-MAR-12,['GOL']
4EF6,1.94,X-RAY DIFFRACTION,10.1073/PNAS.1304045110,"{'A': ['P9WIL4'], 'B': ['P9WIL4']}","['A', 'B']",23872845,"[('A', ['6.3.2.1']), ('B', ['6.3.2.1'])]",P 1 21 1,29-MAR-12,"['GOL', 'EOH', 'EDO', 'I2E']"
4EFK,1.7,X-RAY DIFFRACTION,10.1073/PNAS.1304045110,"{'A': ['P9WIL4'], 'B': ['P9WIL4']}","['A', 'B']",23872845,"[('A', ['6.3.2.1']), ('B', ['6.3.2.1'])]",P 1 21 1,29-MAR-12,"['EOH', '0OC', 'GOL', 'IMD', 'SO4']"
4EWL,1.85,X-RAY DIFFRACTION,10.1107/S090744491203449X,"{'A': ['P9WJN3'], 'B': ['P9WJN3']}","['A', 'B']",23090394,"[('A', ['3.5.1.103']), ('B', ['3.5.1.103'])]",C 1 2 1,27-APR-12,"['GOL', 'ZN', 'PE4', 'ACT']"
4FB7,1.3,X-RAY DIFFRACTION,,{'A': ['P9WFX7']},['A'],,"[('A', ['4.1.1.48'])]",P 21 21 21,22-MAY-12,"['BTB', 'MSE']"
4FDN,2.4,X-RAY DIFFRACTION,10.1073/PNAS.1205735109,{'A': ['P9WJF1']},['A'],22733761,"[('A', ['1.-.-.-'])]",P 64,29-MAY-12,"['0T4', 'FAD']"
4FDO,2.4,X-RAY DIFFRACTION,10.1073/PNAS.1205735109,{'A': ['P9WJF1']},['A'],22733761,"[('A', ['1.-.-.-'])]",P 64,29-MAY-12,"['0T5', 'FAD']"
4FDP,2.23,X-RAY DIFFRACTION,10.1073/PNAS.1205735109,"{'A': ['P9WJF1'], 'B': ['P9WJF1']}","['A', 'B']",22733761,"[('A', ['1.-.-.-']), ('B', ['1.-.-.-'])]",P 1 21 1,29-MAY-12,"['IMD', 'FAD']"
4FEH,2.04,X-RAY DIFFRACTION,10.1073/PNAS.1205735109,{'A': ['P9WJF1']},['A'],22733761,"[('A', ['1.-.-.-'])]",P 64,30-MAY-12,['FAD']
4FF6,2.6,X-RAY DIFFRACTION,10.1073/PNAS.1205735109,"{'A': ['P9WJF1'], 'B': ['P9WJF1']}","['A', 'B']",22733761,"[('A', ['1.-.-.-']), ('B', ['1.-.-.-'])]",P 1 21 1,31-MAY-12,"['0T4', 'IMD', 'FAD']"
4FIX,2.45,X-RAY DIFFRACTION,10.1074/JBC.M112.347484,"{'A': ['O53585'], 'B': ['O53585']}","['A', 'B']",22707726,"[('A', ['2.4.1.-']), ('B', ['2.4.1.-'])]",P 4 21 2,11-JUN-12,"['GOL', 'MN', 'BME']"
4FIY,3.1,X-RAY DIFFRACTION,10.1074/JBC.M112.347484,"{'A': ['O53585'], 'B': ['O53585']}","['A', 'B']",22707726,"[('A', ['2.4.1.-']), ('B', ['2.4.1.-'])]",P 4 21 2,11-JUN-12,"['GOL', 'UDP', 'MN']"
4FOA,2.25,X-RAY DIFFRACTION,,"{'A': ['P9WFR9'], 'C': ['P9WFR9'], 'B': ['P9WFR9'], 'D': ['P9WFR9']}","['A', 'C', 'B', 'D']",,"[('A', ['2.1.1.45']), ('C', ['2.1.1.45']), ('B', ['2.1.1.45']), ('D', ['2.1.1.45'])]",C 1 2 1,20-JUN-12,['UFP']
4FOG,2.4,X-RAY DIFFRACTION,,"{'A': ['P9WFR9'], 'C': ['P9WFR9'], 'B': ['P9WFR9'], 'D': ['P9WFR9']}","['A', 'C', 'B', 'D']",,"[('A', ['2.1.1.45']), ('C', ['2.1.1.45']), ('B', ['2.1.1.45']), ('D', ['2.1.1.45'])]",C 1 2 1,20-JUN-12,"['C2F', 'UFP']"
4FOX,2.3,X-RAY DIFFRACTION,,"{'A': ['P9WFR9'], 'C': ['P9WFR9'], 'B': ['P9WFR9'], 'E': ['P9WFR9'], 'D': ['P9WFR9'], 'G': ['P9WFR9'], 'F': ['P9WFR9'], 'H': ['P9WFR9']}","['A', 'C', 'B', 'E', 'D', 'G', 'F', 'H']",,"[('A', ['2.1.1.45']), ('C', ['2.1.1.45']), ('B', ['2.1.1.45']), ('E', ['2.1.1.45']), ('D', ['2.1.1.45']), ('G', ['2.1.1.45']), ('F', ['2.1.1.45']), ('H', ['2.1.1.45'])]",P 1 21 1,21-JUN-12,"['D16', 'UMP']"
4FQS,1.8,X-RAY DIFFRACTION,,"{'A': ['P9WFR9'], 'B': ['P9WFR9']}","['A', 'B']",,"[('A', ['2.1.1.45']), ('B', ['2.1.1.45'])]",C 1 2 1,25-JUN-12,"['UMP', 'LYA']"
4FZJ,1.63,X-RAY DIFFRACTION,10.1073/PNAS.1304045110,"{'A': ['P9WIL4'], 'B': ['P9WIL4']}","['A', 'B']",23872845,"[('A', ['6.3.2.1']), ('B', ['6.3.2.1'])]",P 1 21 1,06-JUL-12,"['GOL', 'EOH', 'EDO', '0W1']"
4G3Q,1.9,X-RAY DIFFRACTION,,{'A': ['P9WMN3']},['A'],,,H 3,15-JUL-12,"['MG', 'UD1', 'POP', 'CO']"
4G3S,2.04,X-RAY DIFFRACTION,,{'A': ['P9WMN3']},['A'],,"[('A', ['2.7.7.23', '2.3.1.157'])]",H 3,15-JUL-12,"['MG', 'UD1', 'POP', 'GN1', 'CO']"
4G5F,2.33,X-RAY DIFFRACTION,10.1073/PNAS.1304045110,"{'A': ['P9WIL5'], 'B': ['P9WIL5']}","['A', 'B']",23872845,"[('A', ['6.3.2.1']), ('B', ['6.3.2.1'])]",P 1 21 1,17-JUL-12,"['EOH', 'GOL', '0JD', 'EDO', '15N']"
4G5Y,1.8,X-RAY DIFFRACTION,10.1073/PNAS.1304045110,"{'A': ['P9WIL4'], 'B': ['P9WIL4']}","['A', 'B']",23872845,"[('A', ['6.3.2.1']), ('B', ['6.3.2.1'])]",P 1 21 1,18-JUL-12,"['EOH', 'ATP', '0OC', 'GOL', 'MG']"
4G87,2.03,X-RAY DIFFRACTION,10.1016/J.JMB.2013.02.019,{'A': ['P9WMN3']},['A'],23485416,"[('A', ['2.7.7.23', '2.3.1.157'])]",H 3,22-JUL-12,"['MG', 'UD1', 'POP', 'CO']"
4GCY,1.5,X-RAY DIFFRACTION,,{'A': ['P9WNS5']},['A'],,"[('A', ['3.6.1.23'])]",P 63,31-JUL-12,"['GOL', 'MG', 'DUP', 'TRS']"
4GIU,1.67,X-RAY DIFFRACTION,10.1002/CBIC.201300628,"{'A': ['P9WFX5'], 'B': ['P9WFX5']}","['A', 'B']",24623674,"[('A', ['2.4.2.18']), ('B', ['2.4.2.18'])]",P 21 21 2,09-AUG-12,"['DMS', 'PRP', 'GOL', '636', 'MG']"
4GKM,1.67,X-RAY DIFFRACTION,10.1002/CBIC.201300628,"{'A': ['P9WFX5'], 'B': ['P9WFX5']}","['A', 'B']",24623674,"[('A', ['2.4.2.18']), ('B', ['2.4.2.18'])]",P 21 21 2,13-AUG-12,"['DMS', 'PRP', 'GOL', 'MG', '683']"
4GO5,2.6,X-RAY DIFFRACTION,10.1007/S13238-011-1094-2,{'X': ['P9WPX3']},['X'],21976064,"[('X', ['2.7.2.4'])]",I 41,18-AUG-12,
4GO7,2.0,X-RAY DIFFRACTION,10.1007/S13238-011-1094-2,{'X': ['P9WPX3']},['X'],21976064,"[('X', ['2.7.2.4'])]",I 41,19-AUG-12,['THR']
4GQU,2.02,X-RAY DIFFRACTION,,{'A': ['P9WML9']},['A'],,"[('A', ['4.2.1.19'])]",P 4 3 2,24-AUG-12,"['MN', 'EDO']"
4HC6,1.8,X-RAY DIFFRACTION,,{'A': ['P9WQD3']},['A'],,"[('A', ['2.7.8.7'])]",P 21 3,28-SEP-12,"['GOL', 'BR', 'CL', 'NA']"
4HCQ,2.6,X-RAY DIFFRACTION,10.1016/J.JMB.2013.02.019,{'A': ['P9WMN3']},['A'],23485416,"[('A', ['2.7.7.23', '2.3.1.157'])]",H 3,01-OCT-12,"['MG', 'GN1', 'CO']"
4HCX,2.18,X-RAY DIFFRACTION,10.1021/BI400037W,"{'A': ['P9WKL1'], 'B': ['P9WKL1']}","['A', 'B']",23409873,"[('A', ['1.1.1.42']), ('B', ['1.1.1.42'])]",P 21 21 21,01-OCT-12,"['CL', 'MN', 'NDP']"
4I9G,3.25,X-RAY DIFFRACTION,10.1073/PNAS.1221597110,"{'A': ['O33194'], 'B': ['O33194']}","['A', 'B']",23801751,,C 1 2 1,05-DEC-12,['MG']
4IDM,2.5,X-RAY DIFFRACTION,10.1107/S1399004713034391,{'A': ['O50443']},['A'],24699642,"[('A', ['1.5.1.12'])]",P 6 2 2,12-DEC-12,['MSE']
4IDS,2.04,X-RAY DIFFRACTION,10.1107/S1399004713034391,{'A': ['O50443']},['A'],24699642,"[('A', ['1.5.1.12'])]",P 6 2 2,13-DEC-12,['CME']
4IHI,2.25,X-RAY DIFFRACTION,10.1107/S1399004713034391,{'A': ['O50443']},['A'],24699642,"[('A', ['1.5.1.12'])]",P 6 2 2,18-DEC-12,['NAD']
4IJ1,1.79,X-RAY DIFFRACTION,10.1002/CBIC.201300628,"{'A': ['P9WFX5'], 'B': ['P9WFX5']}","['A', 'B']",24623674,"[('A', ['2.4.2.18']), ('B', ['2.4.2.18'])]",C 1 2 1,20-DEC-12,"['GOL', '17C', 'IMD']"
4JDC,1.6,X-RAY DIFFRACTION,10.1107/S1399004713034391,{'A': ['O50443']},['A'],24699642,"[('A', ['1.5.1.12'])]",P 6 2 2,24-FEB-13,"['NAD', 'CME']"
4JN6,1.93,X-RAY DIFFRACTION,10.1021/BI400351H,"{'A': ['P9WMK5'], 'C': ['P9WMK5'], 'B': ['P9WQH3'], 'D': ['P9WQH3']}","['A', 'C', 'B', 'D']",23614353,"[('A', ['4.1.3.39']), ('C', ['4.1.3.39']), ('B', ['1.2.1.10']), ('D', ['1.2.1.10'])]",C 1 2 1,14-MAR-13,"['NA', 'OXL', 'MN']"
4KI7,2.8,X-RAY DIFFRACTION,10.1002/CMDC.201402298,"{'A': ['P9WPX7'], 'C': ['P9WPX7'], 'B': ['P9WPX7'], 'E': ['P9WPX7'], 'D': ['P9WPX7'], 'G': ['P9WPX7'], 'F': ['P9WPX7'], 'I': ['P9WPX7'], 'H': ['P9WPX7'], 'K': ['P9WPX7'], 'J': ['P9WPX7'], 'M': ['P9WPX7'], 'L': ['P9WPX7'], 'O': ['P9WPX7'], 'N': ['P9WPX7'], 'Q': ['P9WPX7'], 'P': ['P9WPX7'], 'S': ['P9WPX7'], 'R': ['P9WPX7'], 'U': ['P9WPX7'], 'T': ['P9WPX7'], 'W': ['P9WPX7'], 'V': ['P9WPX7'], 'X': ['P9WPX7']}","['V', 'A', 'C', 'B', 'E', 'D', 'G', 'F', 'I', 'H', 'K', 'J', 'M', 'L', 'O', 'N', 'Q', 'P', 'R', 'U', 'W', 'X', 'S', 'T']",25234229,"[('V', ['4.2.1.10']), ('A', ['4.2.1.10']), ('C', ['4.2.1.10']), ('B', ['4.2.1.10']), ('E', ['4.2.1.10']), ('D', ['4.2.1.10']), ('G', ['4.2.1.10']), ('F', ['4.2.1.10']), ('I', ['4.2.1.10']), ('H', ['4.2.1.10']), ('K', ['4.2.1.10']), ('J', ['4.2.1.10']), ('M', ['4.2.1.10']), ('L', ['4.2.1.10']), ('O', ['4.2.1.10']), ('N', ['4.2.1.10']), ('Q', ['4.2.1.10']), ('P', ['4.2.1.10']), ('R', ['4.2.1.10']), ('U', ['4.2.1.10']), ('W', ['4.2.1.10']), ('X', ['4.2.1.10']), ('S', ['4.2.1.10']), ('T', ['4.2.1.10'])]",P 1 21 1,01-MAY-13,['1R2']
4KIJ,2.8,X-RAY DIFFRACTION,10.1002/CMDC.201402298,{'A': ['P9WPX7']},['A'],25234229,"[('A', ['4.2.1.10'])]",F 2 3,02-MAY-13,"['CL', 'KIJ']"
4KIU,2.4,X-RAY DIFFRACTION,10.1002/CMDC.201402298,"{'A': ['P9WPX7'], 'C': ['P9WPX7'], 'B': ['P9WPX7'], 'E': ['P9WPX7'], 'D': ['P9WPX7'], 'G': ['P9WPX7'], 'F': ['P9WPX7'], 'I': ['P9WPX7'], 'H': ['P9WPX7'], 'K': ['P9WPX7'], 'J': ['P9WPX7'], 'M': ['P9WPX7'], 'L': ['P9WPX7'], 'O': ['P9WPX7'], 'N': ['P9WPX7'], 'Q': ['P9WPX7'], 'P': ['P9WPX7'], 'S': ['P9WPX7'], 'R': ['P9WPX7'], 'U': ['P9WPX7'], 'T': ['P9WPX7'], 'W': ['P9WPX7'], 'V': ['P9WPX7'], 'X': ['P9WPX7']}","['V', 'A', 'C', 'B', 'E', 'D', 'G', 'F', 'I', 'H', 'K', 'J', 'M', 'L', 'O', 'N', 'Q', 'P', 'R', 'U', 'W', 'X', 'S', 'T']",25234229,"[('V', ['4.2.1.10']), ('A', ['4.2.1.10']), ('C', ['4.2.1.10']), ('B', ['4.2.1.10']), ('E', ['4.2.1.10']), ('D', ['4.2.1.10']), ('G', ['4.2.1.10']), ('F', ['4.2.1.10']), ('I', ['4.2.1.10']), ('H', ['4.2.1.10']), ('K', ['4.2.1.10']), ('J', ['4.2.1.10']), ('M', ['4.2.1.10']), ('L', ['4.2.1.10']), ('O', ['4.2.1.10']), ('N', ['4.2.1.10']), ('Q', ['4.2.1.10']), ('P', ['4.2.1.10']), ('R', ['4.2.1.10']), ('U', ['4.2.1.10']), ('W', ['4.2.1.10']), ('X', ['4.2.1.10']), ('S', ['4.2.1.10']), ('T', ['4.2.1.10'])]",P 1 21 1,02-MAY-13,['KIU']
4KIW,2.57,X-RAY DIFFRACTION,10.1002/CMDC.201402298,"{'A': ['P9WPX7'], 'C': ['P9WPX7'], 'B': ['P9WPX7'], 'E': ['P9WPX7'], 'D': ['P9WPX7'], 'G': ['P9WPX7'], 'F': ['P9WPX7'], 'I': ['P9WPX7'], 'H': ['P9WPX7'], 'K': ['P9WPX7'], 'J': ['P9WPX7'], 'M': ['P9WPX7'], 'L': ['P9WPX7'], 'O': ['P9WPX7'], 'N': ['P9WPX7'], 'Q': ['P9WPX7'], 'P': ['P9WPX7'], 'S': ['P9WPX7'], 'R': ['P9WPX7'], 'U': ['P9WPX7'], 'T': ['P9WPX7'], 'W': ['P9WPX7'], 'V': ['P9WPX7'], 'X': ['P9WPX7']}","['V', 'A', 'C', 'B', 'E', 'D', 'G', 'F', 'I', 'H', 'K', 'J', 'M', 'L', 'O', 'N', 'Q', 'P', 'R', 'U', 'W', 'X', 'S', 'T']",25234229,"[('V', ['4.2.1.10']), ('A', ['4.2.1.10']), ('C', ['4.2.1.10']), ('B', ['4.2.1.10']), ('E', ['4.2.1.10']), ('D', ['4.2.1.10']), ('G', ['4.2.1.10']), ('F', ['4.2.1.10']), ('I', ['4.2.1.10']), ('H', ['4.2.1.10']), ('K', ['4.2.1.10']), ('J', ['4.2.1.10']), ('M', ['4.2.1.10']), ('L', ['4.2.1.10']), ('O', ['4.2.1.10']), ('N', ['4.2.1.10']), ('Q', ['4.2.1.10']), ('P', ['4.2.1.10']), ('R', ['4.2.1.10']), ('U', ['4.2.1.10']), ('W', ['4.2.1.10']), ('X', ['4.2.1.10']), ('S', ['4.2.1.10']), ('T', ['4.2.1.10'])]",P 1 21 1,02-MAY-13,['KIW']
4KL9,1.39,X-RAY DIFFRACTION,10.1016/J.STR.2013.09.022,{'A': ['P9WNX1']},['A'],24210757,"[('A', ['1.5.1.3'])]",C 1 2 1,07-MAY-13,"['NDP', 'P33']"
4KLX,1.23,X-RAY DIFFRACTION,10.1016/J.STR.2013.09.022,"{'A': ['P9WNX1'], 'B': ['P9WNX1']}","['A', 'B']",24210757,"[('A', ['1.5.1.3']), ('B', ['1.5.1.3'])]",P 1 21 1,07-MAY-13,"['ETE', 'ATR']"
4KM0,1.3,X-RAY DIFFRACTION,10.1016/J.STR.2013.09.022,"{'A': ['P9WNX1'], 'B': ['P9WNX1']}","['A', 'B']",24210757,"[('A', ['1.5.1.3']), ('B', ['1.5.1.3'])]",P 1 21 1,07-MAY-13,"['ATR', 'CP6']"
4KM2,1.4,X-RAY DIFFRACTION,10.1016/J.STR.2013.09.022,"{'A': ['P9WNX1'], 'B': ['P9WNX1']}","['A', 'B']",24210757,"[('A', ['1.5.1.3']), ('B', ['1.5.1.3'])]",P 21 21 21,07-MAY-13,"['ATR', 'TOP']"
4KNE,2.0,X-RAY DIFFRACTION,10.1016/J.STR.2013.09.022,"{'A': ['P9WNX1'], 'B': ['P9WNX1']}","['A', 'B']",24210757,"[('A', ['1.5.1.3']), ('B', ['1.5.1.3'])]",P 1 21 1,09-MAY-13,"['ATR', '1CY']"
4L6W,1.95,X-RAY DIFFRACTION,,"{'A': ['P9WQH5'], 'B': ['P9WQH5']}","['A', 'B']",,"[('A', ['6.4.1.2']), ('B', ['6.4.1.2'])]",P 21 21 21,13-JUN-13,
4LEM,2.27,X-RAY DIFFRACTION,10.1016/J.JSB.2014.12.007,"{'A': ['O50443'], 'C': ['O50443'], 'B': ['O50443'], 'E': ['O50443'], 'D': ['O50443'], 'F': ['O50443']}","['A', 'C', 'B', 'E', 'D', 'F']",25557497,"[('A', ['1.5.1.12']), ('C', ['1.5.1.12']), ('B', ['1.5.1.12']), ('E', ['1.5.1.12']), ('D', ['1.5.1.12']), ('F', ['1.5.1.12'])]",P 31 2 1,26-JUN-13,"['CME', 'B12', 'MG']"
4LV4,2.08,X-RAY DIFFRACTION,10.1021/BI401022B,{'A': ['P9WQA3']},['A'],24325645,"[('A', ['4.1.2.13'])]",I 2 2 2,25-JUL-13,"['8HC', 'ZN', 'ACT', '1PE']"
4M2X,2.26,X-RAY DIFFRACTION,,"{'A': ['P9WNX1'], 'C': ['P9WNX1'], 'E': ['P9WNX1'], 'G': ['P9WNX1']}","['A', 'C', 'E', 'G']",,"[('A', ['1.5.1.3']), ('C', ['1.5.1.3']), ('E', ['1.5.1.3']), ('G', ['1.5.1.3'])]",P 1,05-AUG-13,"['TMQ', 'ACT', 'PO4', 'NDP']"
4M52,2.4,X-RAY DIFFRACTION,10.1021/BI401077F,"{'A': ['P9WHH9'], 'C': ['P9WHH9'], 'B': ['P9WHH9'], 'D': ['P9WHH9']}","['A', 'C', 'B', 'D']",24251446,"[('A', ['1.8.1.4']), ('C', ['1.8.1.4']), ('B', ['1.8.1.4']), ('D', ['1.8.1.4'])]",P 1 21 1,07-AUG-13,"['M52', 'FAD']"
4MQP,1.83,X-RAY DIFFRACTION,10.1002/CBIC.201300748,"{'A': ['P9WQ80'], 'B': ['P9WQ80']}","['A', 'B']",24482078,"[('A', ['2.6.1.62']), ('B', ['2.6.1.62'])]",P 21 21 21,16-SEP-13,"['PEG', '2B1', 'EDO']"
4MQQ,1.7,X-RAY DIFFRACTION,10.1002/CBIC.201300748,"{'A': ['P9WQ80'], 'B': ['P9WQ80']}","['A', 'B']",24482078,"[('A', ['2.6.1.62']), ('B', ['2.6.1.62'])]",P 21 21 21,16-SEP-13,"['2B6', 'CL', 'EDO', 'IMD']"
4MQR,2.1,X-RAY DIFFRACTION,10.1002/CBIC.201300748,"{'A': ['P9WQ80'], 'B': ['P9WQ80']}","['A', 'B']",24482078,"[('A', ['2.6.1.62']), ('B', ['2.6.1.62'])]",P 21 21 21,16-SEP-13,"['EDO', '2B9']"
4N5V,1.9,X-RAY DIFFRACTION,10.1042/BJ20140209,"{'A': ['P9WFX5'], 'B': ['P9WFX5']}","['B', 'A']",24712732,"[('B', ['2.4.2.18']), ('A', ['2.4.2.18'])]",P 21 21 21,10-OCT-13,"['PRP', 'GOL', 'MG', 'FA0']"
4N8Q,2.08,X-RAY DIFFRACTION,10.1042/BJ20140209,"{'A': ['P9WFX5'], 'B': ['P9WFX5']}","['A', 'B']",24712732,"[('A', ['2.4.2.18']), ('B', ['2.4.2.18'])]",P 21 21 21,17-OCT-13,['FA0']
4N93,2.03,X-RAY DIFFRACTION,10.1042/BJ20140209,"{'A': ['P9WFX5'], 'B': ['P9WFX5']}","['B', 'A']",24712732,"[('B', ['2.4.2.18']), ('A', ['2.4.2.18'])]",P 21 21 21,19-OCT-13,"['PRP', 'GOL', 'MG', '6M1']"
4NCR,1.88,X-RAY DIFFRACTION,10.1002/EMMM.201303575,"{'A': ['P9WJF1'], 'B': ['P9WJF1']}","['A', 'B']",24500695,"[('A', ['1.-.-.-']), ('B', ['1.-.-.-'])]",P 1 21 1,25-OCT-13,"['GOL', 'IMD', '26J', 'FAD']"
4NS3,2.38,X-RAY DIFFRACTION,10.1016/J.JSB.2014.12.007,"{'A': ['O50443'], 'C': ['O50443'], 'B': ['O50443'], 'E': ['O50443'], 'D': ['O50443'], 'F': ['O50443']}","['A', 'C', 'B', 'E', 'D', 'F']",25557497,"[('A', ['1.5.1.12']), ('C', ['1.5.1.12']), ('B', ['1.5.1.12']), ('E', ['1.5.1.12']), ('D', ['1.5.1.12']), ('F', ['1.5.1.12'])]",P 31 2 1,27-NOV-13,"['NAD', 'CME', 'B12']"
4O1G,1.5,X-RAY DIFFRACTION,10.1021/JM500497V,{'A': ['P9WID5']},['A'],25259627,"[('A', ['2.7.1.20'])]",C 1 2 1,15-DEC-13,"['AGS', 'NA']"
4OHU,1.6,X-RAY DIFFRACTION,10.1021/CB400896G,"{'A': ['P9WGR1'], 'C': ['P9WGR1'], 'B': ['P9WGR1'], 'D': ['P9WGR1']}","['A', 'B', 'C', 'D']",24527857,"[('A', ['1.3.1.9']), ('B', ['1.3.1.9']), ('C', ['1.3.1.9']), ('D', ['1.3.1.9'])]",P 21 21 21,18-JAN-14,"['NAD', '2TK']"
4OKI,1.5,X-RAY DIFFRACTION,,"{'A': ['P96202'], 'B': ['P96202']}","['A', 'B']",,"[('A', ['2.3.1.41']), ('B', ['2.3.1.41'])]",P 21 21 21,22-JAN-14,"['MPD', 'NA']"
4OL9,1.85,X-RAY DIFFRACTION,,{'A': ['P9WIL1']},['A'],,"[('A', ['1.1.1.169'])]",P 21 21 2,23-JAN-14,"['GOL', 'CL', 'ACT', 'OXM', 'NAP']"
4ONC,1.83,X-RAY DIFFRACTION,10.1021/JA413127V,"{'A': ['P9WFF7'], 'B': ['P9WFF7']}","['A', 'B']",24475925,"[('A', ['2.5.1.86', '2.5.1.87']), ('B', ['2.5.1.86', '2.5.1.87'])]",P 21 21 21,28-JAN-14,['40B']
4OOC,2.7,X-RAY DIFFRACTION,,{'A': ['P96202']},['A'],,"[('A', ['2.3.1.41'])]",P 43 21 2,31-JAN-14,['PO4']
